date,iso_week,close,volume,close_point_relative_normalization,volume_point_relative_normalization
2016-01-30,2016-04,378.25,30284400,-0.06134451696,-0.447614948
2016-01-31,2016-05,368.77,37894300,0,0
2016-02-01,2016-05,373.06,51656700,0.01163326735,0.3631786311
2016-02-02,2016-05,374.45,40378700,0.01540255444,0.06556131133
2016-02-03,2016-05,369.95,45933400,0.00319982645,0.2121453622
2016-02-04,2016-05,389.59,69285500,0.05645795482,0.8283884384
2016-02-05,2016-05,386.55,43825000,0.04821433414,0.1565063875
2016-02-06,2016-05,376.52,49249300,0.02101580931,0.2996492876
2016-02-07,2016-06,376.62,37076300,0,0
2016-02-08,2016-06,373.45,47671100,-0.008416972014,0.2857566694
2016-02-09,2016-06,376.03,55318500,-0.001566565769,0.4920178119
2016-02-10,2016-06,381.65,85130900,0.01335563698,1.296100204
2016-02-11,2016-06,379.65,74375600,0.008045244544,1.006014624
2016-02-12,2016-06,384.26,67042800,0.02028569911,0.8082386862
2016-02-13,2016-06,391.86,61911700,0.04046519038,0.6698456966
2016-02-14,2016-07,407.23,74469800,0,0
2016-02-15,2016-07,400.19,74070500,-0.01728752793,-0.005361905094
2016-02-16,2016-07,407.49,73093100,0.0006384598384,-0.01848668856
2016-02-17,2016-07,416.32,83193600,0.0223215382,0.1171454737
2016-02-18,2016-07,422.37,76752600,0.03717800751,0.03065403694
2016-02-19,2016-07,420.79,55711300,0.03329813619,-0.2518940564
2016-02-20,2016-07,437.16,93992100,0.07349654986,0.262150563
2016-02-21,2016-08,438.8,89820700,0,0
2016-02-22,2016-08,437.75,85385200,-0.002392889699,-0.04938171268
2016-02-23,2016-08,420.74,85244900,-0.04115770283,-0.05094371342
2016-02-24,2016-08,424.95,67743700,-0.0315633546,-0.2457896676
2016-02-25,2016-08,424.54,70798000,-0.03249772106,-0.2117852566
2016-02-26,2016-08,432.15,61486000,-0.01515496809,-0.3154584634
2016-02-27,2016-08,432.52,41893600,-0.01431175934,-0.5335863559
2016-02-28,2016-09,433.5,53033400,0,0
2016-02-29,2016-09,437.7,60694700,0.009688581315,0.144461792
2016-03-01,2016-09,435.12,74895800,0.003737024221,0.4122383253
2016-03-02,2016-09,423.99,74955300,-0.02193771626,0.4133602598
2016-03-03,2016-09,421.65,100484000,-0.02733564014,0.8947304906
2016-03-04,2016-09,410.94,90856100,-0.05204152249,0.7131864071
2016-03-05,2016-09,400.57,135385000,-0.07596309112,1.552825201
2016-03-06,2016-10,407.71,91212500,0,0
2016-03-07,2016-10,414.32,85762400,0.01621250399,-0.05975167877
2016-03-08,2016-10,413.97,70311700,0.01535405067,-0.2291440318
2016-03-09,2016-10,414.86,70012300,0.01753697481,-0.2324264766
2016-03-10,2016-10,417.13,81022900,0.02310465772,-0.1117127587
2016-03-11,2016-10,421.69,73969700,0.03428907802,-0.1890398794
2016-03-12,2016-10,411.62,92712900,0.009590149861,0.01644949979
2016-03-13,2016-11,414.06,74322800,0,0
2016-03-14,2016-11,416.44,95259400,0.005747959233,0.2816982137
2016-03-15,2016-11,416.83,66781700,0.006689851712,-0.1014641537
2016-03-16,2016-11,417.01,65185800,0.007124571318,-0.1229367031
2016-03-17,2016-11,420.62,83528600,0.01584311452,0.1238623949
2016-03-18,2016-11,409.55,104940000,-0.01089214124,0.4119489578
2016-03-19,2016-11,410.44,58423000,-0.008742694296,-0.2139289693
2016-03-20,2016-12,413.75,45947900,0,0
2016-03-21,2016-12,413.31,61655400,-0.001063444109,0.3418545788
2016-03-22,2016-12,418.09,66813300,0.01048942598,0.4541099811
2016-03-23,2016-12,418.04,61444200,0.01036858006,0.3372580684
2016-03-24,2016-12,416.39,68346700,0.006380664653,0.4874825618
2016-03-25,2016-12,417.18,52560000,0.008290030211,0.1439042916
2016-03-26,2016-12,417.94,44650400,0.01012688822,-0.02823850492
2016-03-27,2016-13,426.76,71229400,0,0
2016-03-28,2016-13,424.23,68522800,-0.005928390665,-0.03799835461
2016-03-29,2016-13,416.52,75411500,-0.02399475115,0.05871311565
2016-03-30,2016-13,414.82,66034100,-0.02797825476,-0.07293757915
2016-03-31,2016-13,416.73,60215200,-0.02350267129,-0.1546299702
2016-04-01,2016-13,417.96,51235700,-0.02062048927,-0.2806944885
2016-04-02,2016-13,420.87,45681200,-0.01380166839,-0.3586749292
2016-04-03,2016-14,420.9,38053700,0,0
2016-04-04,2016-14,421.44,50634300,0.001282965075,0.3306012293
2016-04-05,2016-14,424.03,60718000,0.007436445712,0.5955872885
2016-04-06,2016-14,423.41,59091000,0.005963411737,0.5528319191
2016-04-07,2016-14,422.75,57858600,0.004395343312,0.5204461064
2016-04-08,2016-14,420.35,63454700,-0.001306723687,0.6675040798
2016-04-09,2016-14,419.41,49792700,-0.003540033262,0.3084851145
2016-04-10,2016-15,421.56,73478600,0,0
2016-04-11,2016-15,422.48,50747500,0.002182370244,-0.3093567379
2016-04-12,2016-15,425.19,70728800,0.008610873897,-0.03742314089
2016-04-13,2016-15,423.73,69060400,0.005147547206,-0.06012907159
2016-04-14,2016-15,424.28,45281000,0.006452225069,-0.3837525484
2016-04-15,2016-15,429.71,54801500,0.01933295379,-0.2541842115
2016-04-16,2016-15,430.57,39392800,0.02137299554,-0.4638874448
2016-04-17,2016-16,427.4,52125900,0,0
2016-04-18,2016-16,428.59,55670900,0.002784277024,0.06800841808
2016-04-19,2016-16,435.51,52810500,0.01897519888,0.01313358618
2016-04-20,2016-16,441.39,72890100,0.03273280299,0.3983470789
2016-04-21,2016-16,449.43,68204700,0.05154422087,0.3084608611
2016-04-22,2016-16,445.74,58804400,0.04291062237,0.1281224881
2016-04-23,2016-16,450.28,50485400,0.05353299017,-0.03147187866
2016-04-24,2016-17,458.56,68198400,0,0
2016-04-25,2016-17,461.43,87091800,0.006258722959,0.2770358249
2016-04-26,2016-17,466.09,78971900,0.01642096999,0.1579729143
2016-04-27,2016-17,444.69,93564900,-0.03024685973,0.3719515414
